eventid, userid, eventtime, type, diffgold, diffpower, difflevel
5595,648,2022-12-18 02:48:57,3,0,0,2
5596,310,2022-12-18 02:49:00,1,-99262,28252,0
5597,189,2022-12-18 02:49:02,1,-25860,84570,0
5598,78,2022-12-18 02:49:47,1,-99846,80258,0
5599,759,2022-12-18 02:50:23,1,-18285,46805,0
5600,88,2022-12-18 02:50:25,1,-15542,77746,0
5601,640,2022-12-18 02:50:35,1,-3095,70290,0
5602,115,2022-12-18 02:51:10,1,-43885,15787,0
5603,798,2022-12-18 02:51:30,2,13936,0,0
5604,609,2022-12-18 02:52:06,1,-73337,95570,0
5605,722,2022-12-18 02:52:33,1,-1746,39224,0
5606,310,2022-12-18 02:53:07,2,46425,0,0
5607,47,2022-12-18 02:53:40,2,91437,0,0
5608,106,2022-12-18 02:53:49,3,0,0,1
5609,406,2022-12-18 02:54:32,3,0,0,1
5610,86,2022-12-18 02:54:43,2,34224,0,0
5611,200,2022-12-18 02:55:05,2,19226,0,0
5612,90,2022-12-18 02:55:09,1,-96122,27948,0
5613,144,2022-12-18 02:55:13,3,0,0,1
5614,638,2022-12-18 02:55:24,2,12639,0,0
5615,669,2022-12-18 02:55:30,3,0,0,2
5616,982,2022-12-18 02:55:58,3,0,0,1
5617,258,2022-12-18 02:56:20,3,0,0,1
5618,596,2022-12-18 02:56:58,1,-22201,82384,0
5619,431,2022-12-18 02:57:24,1,-86179,52678,0
5620,1000,2022-12-18 02:57:54,1,-66006,5054,0
5621,156,2022-12-18 02:58:36,3,0,0,2
5622,16,2022-12-18 02:58:44,1,-77459,59261,0
5623,783,2022-12-18 02:58:50,3,0,0,1
5624,25,2022-12-18 02:59:30,2,81429,0,0
5625,341,2022-12-18 02:59:53,3,0,0,1
5626,321,2022-12-18 03:00:02,1,-40809,76589,0
5627,90,2022-12-18 03:00:48,3,0,0,1
5628,231,2022-12-18 03:01:25,1,-11911,82859,0
5629,779,2022-12-18 03:01:27,2,30155,0,0
5630,248,2022-12-18 03:01:40,3,0,0,1
5631,648,2022-12-18 03:02:00,2,75089,0,0
5632,967,2022-12-18 03:02:27,3,0,0,2
5633,779,2022-12-18 03:02:39,2,83888,0,0
5634,249,2022-12-18 03:02:57,2,20369,0,0
5635,347,2022-12-18 03:03:39,3,0,0,2
5636,773,2022-12-18 03:04:06,2,30530,0,0
5637,423,2022-12-18 03:04:49,3,0,0,2
5638,413,2022-12-18 03:05:21,1,-3430,9783,0
5639,276,2022-12-18 03:05:36,2,60939,0,0
5640,342,2022-12-18 03:06:22,3,0,0,2
5641,36,2022-12-18 03:06:52,3,0,0,1
5642,122,2022-12-18 03:07:27,1,-42488,54701,0
5643,753,2022-12-18 03:07:49,3,0,0,1
5644,958,2022-12-18 03:08:30,3,0,0,1
5645,286,2022-12-18 03:08:43,3,0,0,2
5646,512,2022-12-18 03:08:48,2,46234,0,0
5647,238,2022-12-18 03:09:18,1,-98558,31969,0
5648,59,2022-12-18 03:09:57,2,6505,0,0
5649,382,2022-12-18 03:10:04,2,13762,0,0
5650,689,2022-12-18 03:10:13,1,-7511,78924,0
5651,707,2022-12-18 03:11:03,1,-86792,55526,0
5652,514,2022-12-18 03:11:41,1,-93003,76258,0
5653,121,2022-12-18 03:12:31,2,12508,0,0
5654,687,2022-12-18 03:12:48,3,0,0,1
5655,877,2022-12-18 03:13:22,1,-18013,18161,0
5656,346,2022-12-18 03:14:00,1,-7546,87635,0
5657,898,2022-12-18 03:14:16,2,90573,0,0
5658,700,2022-12-18 03:14:46,3,0,0,1
5659,899,2022-12-18 03:15:01,1,-94536,81286,0
5660,809,2022-12-18 03:15:51,2,29976,0,0
5661,495,2022-12-18 03:15:58,3,0,0,1
5662,752,2022-12-18 03:16:11,1,-396,40857,0
5663,838,2022-12-18 03:16:25,2,17037,0,0
5664,67,2022-12-18 03:16:48,2,1746,0,0
5665,655,2022-12-18 03:17:02,1,-77384,10840,0
5666,957,2022-12-18 03:17:47,2,88259,0,0
5667,956,2022-12-18 03:18:15,2,72933,0,0
5668,713,2022-12-18 03:18:22,3,0,0,2
5669,135,2022-12-18 03:18:53,3,0,0,2
5670,606,2022-12-18 03:19:25,1,-88209,47602,0
5671,29,2022-12-18 03:19:43,3,0,0,1
5672,777,2022-12-18 03:20:18,1,-86190,71444,0
5673,414,2022-12-18 03:20:47,1,-69150,35047,0
5674,457,2022-12-18 03:21:14,2,2300,0,0
5675,162,2022-12-18 03:21:44,3,0,0,2
5676,378,2022-12-18 03:21:51,1,-62581,90680,0
5677,921,2022-12-18 03:22:08,1,-93168,68211,0
5678,808,2022-12-18 03:22:51,2,73847,0,0
5679,794,2022-12-18 03:23:25,3,0,0,1
5680,181,2022-12-18 03:23:48,3,0,0,1
5681,186,2022-12-18 03:23:52,1,-79771,28988,0
5682,151,2022-12-18 03:24:31,2,43746,0,0
5683,131,2022-12-18 03:25:03,1,-76201,6243,0
5684,157,2022-12-18 03:25:50,1,-58173,60872,0
5685,636,2022-12-18 03:25:52,3,0,0,2
5686,701,2022-12-18 03:26:41,1,-7275,23150,0
5687,421,2022-12-18 03:26:55,3,0,0,2
5688,936,2022-12-18 03:27:29,2,52791,0,0
5689,414,2022-12-18 03:28:03,3,0,0,2
5690,974,2022-12-18 03:28:06,2,33000,0,0
5691,471,2022-12-18 03:28:45,3,0,0,1
5692,717,2022-12-18 03:29:33,1,-47786,1666,0
5693,518,2022-12-18 03:30:03,2,35017,0,0
5694,257,2022-12-18 03:30:52,3,0,0,2
5695,158,2022-12-18 03:31:28,1,-99625,79992,0
5696,688,2022-12-18 03:32:00,2,74749,0,0
5697,112,2022-12-18 03:32:20,3,0,0,2
5698,16,2022-12-18 03:32:41,3,0,0,1
5699,924,2022-12-18 03:32:51,2,54323,0,0
5700,71,2022-12-18 03:33:32,1,-72357,82155,0
5701,455,2022-12-18 03:34:11,2,80227,0,0
5702,49,2022-12-18 03:34:55,3,0,0,2
5703,910,2022-12-18 03:35:26,1,-32554,39977,0
5704,629,2022-12-18 03:35:37,3,0,0,2
5705,844,2022-12-18 03:35:58,2,85621,0,0
5706,694,2022-12-18 03:36:01,2,16629,0,0
5707,514,2022-12-18 03:36:30,3,0,0,1
5708,670,2022-12-18 03:37:05,3,0,0,1
5709,166,2022-12-18 03:37:44,1,-87495,74590,0
5710,520,2022-12-18 03:38:31,3,0,0,2
5711,534,2022-12-18 03:38:46,3,0,0,2
5712,825,2022-12-18 03:38:56,1,-26014,26961,0
5713,364,2022-12-18 03:39:36,3,0,0,2
5714,615,2022-12-18 03:39:43,2,93760,0,0
5715,665,2022-12-18 03:40:28,2,81363,0,0
5716,70,2022-12-18 03:41:17,3,0,0,2
5717,504,2022-12-18 03:42:01,2,54006,0,0
5718,994,2022-12-18 03:42:04,1,-42860,22461,0
5719,540,2022-12-18 03:42:20,1,-20163,57894,0
5720,104,2022-12-18 03:42:33,1,-18317,89262,0
5721,699,2022-12-18 03:42:41,3,0,0,2
5722,476,2022-12-18 03:43:16,1,-70597,61459,0
5723,612,2022-12-18 03:43:57,2,20089,0,0
5724,326,2022-12-18 03:44:15,1,-36422,27464,0
5725,75,2022-12-18 03:44:50,2,9348,0,0
5726,868,2022-12-18 03:45:17,3,0,0,2
5727,118,2022-12-18 03:45:50,1,-86058,34661,0
5728,423,2022-12-18 03:46:13,3,0,0,2
5729,481,2022-12-18 03:46:57,2,30960,0,0
5730,408,2022-12-18 03:47:41,3,0,0,1
5731,4,2022-12-18 03:47:48,3,0,0,2
5732,583,2022-12-18 03:48:28,3,0,0,2
5733,803,2022-12-18 03:49:03,2,41754,0,0
5734,788,2022-12-18 03:49:47,1,-11801,32371,0
5735,337,2022-12-18 03:50:17,2,46290,0,0
5736,343,2022-12-18 03:50:37,1,-52241,9204,0
5737,1,2022-12-18 03:51:23,2,9505,0,0
5738,613,2022-12-18 03:51:34,1,-87327,45209,0
5739,621,2022-12-18 03:52:07,1,-919,70146,0
5740,831,2022-12-18 03:52:18,1,-34422,22489,0
5741,878,2022-12-18 03:52:54,1,-77884,38424,0
5742,963,2022-12-18 03:53:32,2,84616,0,0
5743,896,2022-12-18 03:54:10,1,-32705,46687,0
5744,683,2022-12-18 03:54:51,2,46174,0,0
5745,481,2022-12-18 03:55:38,3,0,0,1
5746,168,2022-12-18 03:56:02,1,-51413,23326,0
5747,159,2022-12-18 03:56:22,2,22909,0,0
5748,789,2022-12-18 03:56:43,2,92559,0,0
5749,702,2022-12-18 03:57:23,3,0,0,1
5750,904,2022-12-18 03:57:44,3,0,0,1
5751,840,2022-12-18 03:58:13,1,-22891,78435,0
5752,623,2022-12-18 03:58:38,3,0,0,2
5753,885,2022-12-18 03:59:14,1,-85896,38845,0
5754,959,2022-12-18 04:00:04,3,0,0,2
5755,123,2022-12-18 04:00:27,1,-14370,19104,0
5756,46,2022-12-18 04:00:49,1,-98421,38768,0
5757,778,2022-12-18 04:01:39,2,38729,0,0
5758,810,2022-12-18 04:02:19,2,67270,0,0
5759,989,2022-12-18 04:03:08,2,4874,0,0
5760,676,2022-12-18 04:03:58,2,38140,0,0
5761,271,2022-12-18 04:04:26,2,37708,0,0
5762,203,2022-12-18 04:05:01,3,0,0,1
5763,848,2022-12-18 04:05:12,2,23528,0,0
5764,993,2022-12-18 04:05:40,2,12676,0,0
5765,245,2022-12-18 04:06:20,1,-53005,1561,0
5766,146,2022-12-18 04:06:53,2,68832,0,0
5767,529,2022-12-18 04:07:20,3,0,0,2
5768,372,2022-12-18 04:07:29,2,39403,0,0
5769,207,2022-12-18 04:08:13,3,0,0,1
5770,21,2022-12-18 04:08:43,2,26694,0,0
5771,837,2022-12-18 04:09:10,1,-36357,62539,0
5772,675,2022-12-18 04:09:54,2,12475,0,0
5773,170,2022-12-18 04:10:10,1,-43777,185,0
5774,528,2022-12-18 04:10:41,2,63816,0,0
5775,577,2022-12-18 04:10:47,2,24396,0,0
5776,969,2022-12-18 04:11:17,2,77557,0,0
5777,591,2022-12-18 04:11:49,2,6076,0,0
5778,687,2022-12-18 04:12:15,1,-4320,67244,0
5779,9,2022-12-18 04:12:37,3,0,0,2
5780,1000,2022-12-18 04:13:04,1,-39329,11334,0
5781,119,2022-12-18 04:13:44,3,0,0,2
5782,864,2022-12-18 04:14:20,2,85577,0,0
5783,578,2022-12-18 04:14:57,2,70977,0,0
5784,788,2022-12-18 04:15:09,2,30889,0,0
5785,939,2022-12-18 04:15:33,3,0,0,2
5786,944,2022-12-18 04:15:53,1,-32004,13694,0
5787,866,2022-12-18 04:16:24,2,66929,0,0
5788,506,2022-12-18 04:16:47,2,31223,0,0
5789,39,2022-12-18 04:16:52,2,5713,0,0
5790,390,2022-12-18 04:17:12,2,55027,0,0
5791,107,2022-12-18 04:17:22,2,26408,0,0
5792,325,2022-12-18 04:17:48,1,-47797,65863,0
5793,493,2022-12-18 04:18:00,1,-75738,4354,0
5794,726,2022-12-18 04:18:14,1,-75384,17147,0
5795,527,2022-12-18 04:19:01,2,6352,0,0
5796,54,2022-12-18 04:19:51,1,-57968,59944,0
5797,689,2022-12-18 04:19:56,2,75846,0,0
5798,299,2022-12-18 04:20:33,1,-54707,72365,0
5799,692,2022-12-18 04:20:43,2,27768,0,0
5800,662,2022-12-18 04:21:28,2,86208,0,0
5801,24,2022-12-18 04:22:05,3,0,0,2
5802,734,2022-12-18 04:22:30,1,-79264,18999,0
5803,644,2022-12-18 04:22:39,2,77074,0,0
5804,443,2022-12-18 04:22:43,3,0,0,2
5805,174,2022-12-18 04:23:30,1,-18726,84551,0
5806,763,2022-12-18 04:24:09,1,-23652,67071,0
5807,245,2022-12-18 04:24:13,3,0,0,1
5808,29,2022-12-18 04:24:35,3,0,0,1
5809,402,2022-12-18 04:25:10,2,56149,0,0
5810,865,2022-12-18 04:25:27,3,0,0,2
5811,188,2022-12-18 04:25:50,1,-3492,55331,0
5812,354,2022-12-18 04:26:17,2,37440,0,0
5813,312,2022-12-18 04:26:37,1,-39631,10251,0
5814,209,2022-12-18 04:26:57,2,81856,0,0
5815,45,2022-12-18 04:27:17,3,0,0,2
5816,817,2022-12-18 04:27:39,1,-84131,37943,0
5817,689,2022-12-18 04:27:41,3,0,0,1
5818,171,2022-12-18 04:28:00,1,-3184,73954,0
5819,65,2022-12-18 04:28:12,1,-18315,77076,0
5820,642,2022-12-18 04:28:18,1,-13615,50237,0
5821,104,2022-12-18 04:28:54,3,0,0,2
5822,454,2022-12-18 04:29:17,3,0,0,2
5823,168,2022-12-18 04:29:54,1,-36474,38526,0
5824,982,2022-12-18 04:30:37,3,0,0,2
5825,508,2022-12-18 04:30:49,2,65253,0,0
5826,199,2022-12-18 04:31:04,3,0,0,1
5827,108,2022-12-18 04:31:38,1,-31030,27952,0
5828,130,2022-12-18 04:31:57,1,-63998,80717,0
5829,616,2022-12-18 04:32:13,1,-52262,47443,0
5830,543,2022-12-18 04:32:59,3,0,0,2
5831,172,2022-12-18 04:33:11,3,0,0,1
5832,497,2022-12-18 04:33:40,2,33996,0,0
5833,415,2022-12-18 04:34:19,1,-6104,20577,0
5834,724,2022-12-18 04:34:37,2,83666,0,0
5835,481,2022-12-18 04:35:23,2,45977,0,0
5836,786,2022-12-18 04:35:34,3,0,0,2
5837,530,2022-12-18 04:35:44,3,0,0,2
5838,769,2022-12-18 04:36:11,3,0,0,1
5839,255,2022-12-18 04:36:42,3,0,0,1
5840,699,2022-12-18 04:36:58,1,-58960,29281,0
5841,69,2022-12-18 04:37:27,3,0,0,1
5842,531,2022-12-18 04:37:35,3,0,0,2
5843,427,2022-12-18 04:38:09,2,55541,0,0
5844,910,2022-12-18 04:38:42,2,49568,0,0
5845,540,2022-12-18 04:39:06,2,15325,0,0
5846,900,2022-12-18 04:39:26,1,-69919,65999,0
5847,697,2022-12-18 04:39:46,2,30646,0,0
5848,560,2022-12-18 04:40:34,3,0,0,1
5849,232,2022-12-18 04:40:48,1,-83246,74074,0
5850,993,2022-12-18 04:40:50,3,0,0,2
5851,701,2022-12-18 04:41:00,2,63671,0,0
5852,727,2022-12-18 04:41:46,3,0,0,2
5853,950,2022-12-18 04:41:57,2,8256,0,0
5854,276,2022-12-18 04:42:28,1,-72411,7529,0
5855,244,2022-12-18 04:43:16,2,57818,0,0
5856,301,2022-12-18 04:44:03,1,-27976,43131,0
5857,119,2022-12-18 04:44:06,2,75375,0,0
5858,849,2022-12-18 04:44:20,1,-58324,64398,0
5859,33,2022-12-18 04:44:33,2,56906,0,0
5860,231,2022-12-18 04:44:58,3,0,0,1
5861,491,2022-12-18 04:45:37,2,75299,0,0
5862,465,2022-12-18 04:46:26,1,-96599,53473,0
5863,183,2022-12-18 04:46:29,2,84640,0,0
5864,473,2022-12-18 04:46:36,2,27312,0,0
5865,518,2022-12-18 04:47:09,2,99323,0,0
5866,722,2022-12-18 04:47:40,1,-44075,43628,0
5867,845,2022-12-18 04:48:15,1,-11091,75487,0
5868,488,2022-12-18 04:48:33,2,84297,0,0
5869,689,2022-12-18 04:49:05,1,-42256,38988,0
5870,636,2022-12-18 04:49:27,2,14143,0,0
5871,262,2022-12-18 04:50:00,3,0,0,1
5872,489,2022-12-18 04:50:33,3,0,0,2
5873,262,2022-12-18 04:51:12,1,-42873,2222,0
5874,87,2022-12-18 04:51:20,2,88206,0,0
5875,912,2022-12-18 04:51:25,2,98343,0,0
5876,463,2022-12-18 04:51:41,3,0,0,2
5877,740,2022-12-18 04:52:14,1,-17870,97539,0
5878,375,2022-12-18 04:52:41,2,47240,0,0
5879,175,2022-12-18 04:53:30,1,-83306,66224,0
5880,872,2022-12-18 04:53:57,1,-66727,97876,0
5881,844,2022-12-18 04:54:21,1,-97813,8344,0
5882,456,2022-12-18 04:54:48,2,11121,0,0
5883,503,2022-12-18 04:55:15,1,-50561,58835,0
5884,127,2022-12-18 04:55:54,3,0,0,2
5885,78,2022-12-18 04:56:18,1,-14737,66737,0
5886,614,2022-12-18 04:56:47,3,0,0,2
5887,705,2022-12-18 04:57:10,1,-24696,33066,0
5888,800,2022-12-18 04:57:59,1,-94827,96657,0
5889,274,2022-12-18 04:58:02,2,71387,0,0
5890,212,2022-12-18 04:58:48,2,55134,0,0
5891,831,2022-12-18 04:58:53,1,-36678,61293,0
5892,161,2022-12-18 04:59:30,2,46045,0,0
5893,171,2022-12-18 04:59:36,2,30949,0,0
5894,637,2022-12-18 05:00:09,2,33357,0,0
5895,850,2022-12-18 05:00:29,1,-23784,72584,0
5896,589,2022-12-18 05:01:19,2,91474,0,0
5897,164,2022-12-18 05:01:57,2,38006,0,0
5898,49,2022-12-18 05:01:58,3,0,0,1
5899,624,2022-12-18 05:02:25,3,0,0,1
5900,396,2022-12-18 05:02:35,3,0,0,2
5901,745,2022-12-18 05:03:03,3,0,0,1
5902,140,2022-12-18 05:03:31,1,-95359,41149,0
5903,409,2022-12-18 05:04:19,2,20070,0,0
5904,287,2022-12-18 05:05:00,1,-63716,35261,0
5905,576,2022-12-18 05:05:35,1,-34873,91491,0
5906,661,2022-12-18 05:05:52,2,82870,0,0
5907,54,2022-12-18 05:06:34,1,-44103,99570,0
5908,29,2022-12-18 05:07:08,1,-46543,81867,0
5909,744,2022-12-18 05:07:11,1,-7947,23925,0
5910,360,2022-12-18 05:08:00,1,-62002,33288,0
5911,192,2022-12-18 05:08:11,2,56966,0,0
5912,787,2022-12-18 05:08:19,2,16152,0,0
5913,789,2022-12-18 05:08:36,1,-49153,62927,0
5914,294,2022-12-18 05:08:53,3,0,0,1
5915,789,2022-12-18 05:09:25,2,68119,0,0
5916,450,2022-12-18 05:09:48,3,0,0,2
5917,727,2022-12-18 05:10:05,2,89783,0,0
5918,38,2022-12-18 05:10:28,1,-68153,73343,0
5919,283,2022-12-18 05:10:43,1,-60128,30155,0
5920,705,2022-12-18 05:11:20,1,-2143,41722,0
5921,585,2022-12-18 05:11:35,1,-64193,71405,0
5922,743,2022-12-18 05:12:18,2,49330,0,0
5923,449,2022-12-18 05:12:40,3,0,0,2
5924,564,2022-12-18 05:12:49,2,13515,0,0
5925,483,2022-12-18 05:13:38,3,0,0,2
5926,953,2022-12-18 05:14:21,1,-45676,20089,0
5927,667,2022-12-18 05:14:57,3,0,0,2
5928,456,2022-12-18 05:15:22,1,-45225,85977,0
5929,579,2022-12-18 05:15:26,3,0,0,2
5930,47,2022-12-18 05:15:41,3,0,0,1
5931,685,2022-12-18 05:15:56,3,0,0,2
5932,986,2022-12-18 05:16:44,3,0,0,2
5933,840,2022-12-18 05:17:15,3,0,0,2
5934,205,2022-12-18 05:17:53,2,80113,0,0
5935,936,2022-12-18 05:18:14,2,37177,0,0
5936,910,2022-12-18 05:18:40,1,-89663,948,0
5937,590,2022-12-18 05:19:24,2,24979,0,0
5938,539,2022-12-18 05:19:54,2,44223,0,0
5939,671,2022-12-18 05:20:05,3,0,0,2
5940,91,2022-12-18 05:20:11,3,0,0,1
5941,70,2022-12-18 05:20:23,3,0,0,2
5942,44,2022-12-18 05:21:03,3,0,0,1
5943,453,2022-12-18 05:21:47,3,0,0,2
5944,912,2022-12-18 05:22:30,1,-77866,67535,0
5945,421,2022-12-18 05:23:00,2,20494,0,0
5946,827,2022-12-18 05:23:44,1,-36961,1053,0
5947,754,2022-12-18 05:24:27,1,-43372,32057,0
5948,855,2022-12-18 05:24:28,3,0,0,1
5949,511,2022-12-18 05:25:01,2,98283,0,0
5950,696,2022-12-18 05:25:32,3,0,0,2
5951,259,2022-12-18 05:26:14,3,0,0,1
5952,28,2022-12-18 05:26:29,3,0,0,1
5953,948,2022-12-18 05:27:16,1,-28772,23624,0
5954,331,2022-12-18 05:27:53,3,0,0,2
5955,94,2022-12-18 05:28:40,3,0,0,2
5956,806,2022-12-18 05:29:17,3,0,0,1
5957,666,2022-12-18 05:29:30,3,0,0,1
5958,953,2022-12-18 05:29:37,2,78906,0,0
5959,278,2022-12-18 05:30:16,2,5492,0,0
5960,432,2022-12-18 05:30:26,3,0,0,1
5961,236,2022-12-18 05:30:52,2,47802,0,0
5962,841,2022-12-18 05:31:33,3,0,0,1
5963,472,2022-12-18 05:32:00,2,60066,0,0
5964,446,2022-12-18 05:32:19,1,-69792,59021,0
5965,651,2022-12-18 05:33:04,2,50617,0,0
5966,324,2022-12-18 05:33:17,2,59155,0,0
5967,852,2022-12-18 05:34:03,1,-36062,21356,0
5968,531,2022-12-18 05:34:43,1,-12144,24703,0
5969,807,2022-12-18 05:34:54,2,76925,0,0
5970,443,2022-12-18 05:35:41,1,-7646,37812,0
5971,782,2022-12-18 05:36:01,3,0,0,1
5972,128,2022-12-18 05:36:43,3,0,0,2
5973,224,2022-12-18 05:36:58,3,0,0,2
5974,416,2022-12-18 05:37:32,1,-28363,6927,0
5975,85,2022-12-18 05:38:03,1,-38870,62396,0
5976,846,2022-12-18 05:38:07,1,-78068,67110,0
5977,679,2022-12-18 05:38:37,2,9898,0,0
5978,940,2022-12-18 05:38:44,2,56668,0,0
5979,231,2022-12-18 05:38:47,3,0,0,2
5980,75,2022-12-18 05:39:10,3,0,0,1
5981,445,2022-12-18 05:39:15,3,0,0,2
5982,221,2022-12-18 05:39:43,1,-5427,84536,0
5983,382,2022-12-18 05:40:29,2,81756,0,0
5984,228,2022-12-18 05:41:14,2,18228,0,0
5985,492,2022-12-18 05:41:38,3,0,0,1
5986,420,2022-12-18 05:42:16,1,-81318,94640,0
5987,557,2022-12-18 05:42:37,1,-22682,66681,0
5988,534,2022-12-18 05:43:06,1,-47683,5309,0
5989,780,2022-12-18 05:43:39,1,-85837,74741,0
5990,975,2022-12-18 05:44:07,3,0,0,1
5991,772,2022-12-18 05:44:43,1,-24090,43529,0
5992,228,2022-12-18 05:44:45,2,71690,0,0
5993,333,2022-12-18 05:45:01,2,11925,0,0
5994,937,2022-12-18 05:45:36,1,-8315,78561,0
5995,495,2022-12-18 05:45:58,2,62633,0,0
5996,195,2022-12-18 05:46:09,1,-27780,19107,0
5997,919,2022-12-18 05:46:43,3,0,0,1
5998,707,2022-12-18 05:46:54,1,-6588,68202,0
5999,30,2022-12-18 05:47:02,1,-30978,99490,0
6000,289,2022-12-18 05:47:19,2,18638,0,0
6001,264,2022-12-18 05:47:31,3,0,0,1
6002,601,2022-12-18 05:47:52,2,53659,0,0
6003,269,2022-12-18 05:48:30,2,20799,0,0
6004,934,2022-12-18 05:49:12,1,-78727,46162,0
6005,915,2022-12-18 05:49:57,3,0,0,1
6006,846,2022-12-18 05:50:20,1,-98081,76513,0
6007,262,2022-12-18 05:50:54,2,62798,0,0
6008,531,2022-12-18 05:51:28,2,55571,0,0
6009,274,2022-12-18 05:51:33,3,0,0,1
6010,868,2022-12-18 05:51:48,1,-87347,66817,0
6011,495,2022-12-18 05:52:03,2,88386,0,0
6012,676,2022-12-18 05:52:14,1,-3396,58020,0
6013,142,2022-12-18 05:52:51,1,-35675,19968,0
6014,738,2022-12-18 05:53:40,3,0,0,1
6015,220,2022-12-18 05:53:54,1,-68228,53431,0
6016,84,2022-12-18 05:54:11,2,40441,0,0
6017,234,2022-12-18 05:54:24,2,47909,0,0
6018,359,2022-12-18 05:54:36,3,0,0,1
6019,317,2022-12-18 05:54:43,2,93378,0,0
6020,605,2022-12-18 05:55:18,1,-12395,49684,0
6021,439,2022-12-18 05:56:00,3,0,0,2
6022,169,2022-12-18 05:56:40,3,0,0,1
6023,158,2022-12-18 05:57:24,2,63950,0,0
6024,153,2022-12-18 05:58:08,3,0,0,1
6025,395,2022-12-18 05:58:27,1,-74028,5588,0
6026,278,2022-12-18 05:59:08,2,14934,0,0
6027,667,2022-12-18 05:59:15,3,0,0,2
6028,193,2022-12-18 05:59:43,2,12774,0,0
6029,97,2022-12-18 06:00:13,1,-68965,61226,0
6030,976,2022-12-18 06:00:58,2,65809,0,0
6031,925,2022-12-18 06:01:34,1,-3599,54119,0
6032,688,2022-12-18 06:01:43,3,0,0,2
6033,5,2022-12-18 06:01:48,3,0,0,2
6034,101,2022-12-18 06:01:56,1,-82264,99523,0
6035,285,2022-12-18 06:02:04,1,-87977,89743,0
6036,892,2022-12-18 06:02:36,3,0,0,1
6037,552,2022-12-18 06:03:09,2,63830,0,0
6038,933,2022-12-18 06:03:15,3,0,0,1
6039,890,2022-12-18 06:04:02,1,-49167,27146,0
6040,527,2022-12-18 06:04:43,2,50024,0,0
6041,217,2022-12-18 06:05:09,1,-60450,12086,0
6042,733,2022-12-18 06:05:19,2,98274,0,0
6043,998,2022-12-18 06:06:00,1,-90592,41680,0
6044,319,2022-12-18 06:06:44,3,0,0,1
6045,169,2022-12-18 06:07:02,2,66240,0,0
6046,896,2022-12-18 06:07:42,1,-5826,80222,0
6047,799,2022-12-18 06:07:53,3,0,0,2
6048,79,2022-12-18 06:08:06,1,-4069,85786,0
6049,561,2022-12-18 06:08:26,2,77524,0,0
6050,59,2022-12-18 06:08:37,1,-90099,42127,0
6051,695,2022-12-18 06:09:02,1,-55450,98846,0
6052,57,2022-12-18 06:09:09,3,0,0,1
6053,361,2022-12-18 06:09:31,2,51096,0,0
6054,310,2022-12-18 06:09:48,1,-26559,53304,0
6055,174,2022-12-18 06:10:02,1,-12117,29545,0
6056,270,2022-12-18 06:10:12,1,-86023,40891,0
6057,424,2022-12-18 06:10:56,2,92998,0,0
6058,950,2022-12-18 06:11:42,3,0,0,2
6059,945,2022-12-18 06:12:12,1,-19227,4894,0
6060,510,2022-12-18 06:12:29,1,-76179,4030,0
6061,266,2022-12-18 06:12:44,2,7207,0,0
6062,513,2022-12-18 06:13:07,3,0,0,1
6063,908,2022-12-18 06:13:38,2,88561,0,0
6064,916,2022-12-18 06:14:21,3,0,0,2
6065,885,2022-12-18 06:15:04,2,77964,0,0
6066,461,2022-12-18 06:15:20,2,57378,0,0
6067,380,2022-12-18 06:15:33,1,-51344,87341,0
6068,983,2022-12-18 06:15:43,2,6949,0,0
6069,32,2022-12-18 06:15:51,2,46052,0,0
6070,2,2022-12-18 06:16:38,3,0,0,1
6071,776,2022-12-18 06:16:41,2,42814,0,0
6072,309,2022-12-18 06:17:00,1,-95063,73084,0
6073,117,2022-12-18 06:17:40,1,-71763,5784,0
6074,46,2022-12-18 06:17:43,2,63913,0,0
6075,727,2022-12-18 06:18:22,1,-72776,15499,0
6076,645,2022-12-18 06:18:38,1,-60518,9724,0
6077,599,2022-12-18 06:19:09,1,-73331,86343,0
6078,329,2022-12-18 06:19:52,2,23535,0,0
6079,177,2022-12-18 06:20:13,3,0,0,2
6080,956,2022-12-18 06:20:15,3,0,0,2
6081,99,2022-12-18 06:21:05,3,0,0,1
6082,160,2022-12-18 06:21:24,3,0,0,1
6083,263,2022-12-18 06:21:59,1,-95684,70466,0
6084,982,2022-12-18 06:22:35,2,19148,0,0
6085,36,2022-12-18 06:23:24,2,74961,0,0
6086,560,2022-12-18 06:23:31,2,5373,0,0
6087,425,2022-12-18 06:24:19,2,54495,0,0
6088,409,2022-12-18 06:24:57,1,-15925,498,0
6089,81,2022-12-18 06:25:46,2,25042,0,0
6090,818,2022-12-18 06:25:58,1,-66937,34492,0
6091,597,2022-12-18 06:26:09,3,0,0,2
6092,371,2022-12-18 06:26:15,2,56599,0,0
6093,351,2022-12-18 06:26:49,3,0,0,2
6094,513,2022-12-18 06:26:54,3,0,0,1
6095,471,2022-12-18 06:27:15,3,0,0,1
6096,438,2022-12-18 06:27:44,1,-87322,13772,0
6097,523,2022-12-18 06:27:56,1,-71553,93056,0
6098,406,2022-12-18 06:28:12,3,0,0,2
6099,519,2022-12-18 06:28:19,1,-46475,42536,0
6100,680,2022-12-18 06:28:59,3,0,0,1
6101,237,2022-12-18 06:29:38,2,9650,0,0
6102,179,2022-12-18 06:30:05,2,88875,0,0
6103,942,2022-12-18 06:30:09,1,-89344,57330,0
6104,116,2022-12-18 06:30:44,2,7117,0,0
